,0
1956,🙏🙏😢😢
1957,"Как жаль, хорошие, честные, любящие родину погибают, а гниль глумится над ним. 🙏🙏🙏❤🇷🇺🇷🇺🇷🇺"
1958,"[id604145821|Фарида], ты почему не там?"
1959,"[id604145821|Фарида], согласен, действительно одна гниль комментаторов, особенно в начале"
1960,"[id187841827|Александр], вы правильно поняли, а сколько таких по стране. В обществе чувствуется расслоение , кто-то просто ждёт к чему мы придём, но имеются ждущие возврат к прежней жизни. Я хочу чтобы Россия была свободна от влияния Запада с её идеологией, смотрящей на нас, как ничтожество."
1961,"[id773995556|Мустафа], крик и спрятался, чего испугался, херой?"
1962,"[id604145821|Фарида], он же помощник депутата, ему светиться нельзя, компромат. 🤣🤣🤣"
1963,[id521912280|Александр ни] фига себе какие крысы окружают наше правительство!? 😳😳А депутат Госдумы????
1964,"[id604145821|Фарида], не не думаю, что Госдумы, какого-то местного разливу. 🤣🤣🤣"
1965,"[id521912280|Александр], местный разлив пешка не велика, но сколько от неё вони!. Спаси Россию от таких "" служивых"" 💩💩💩"
1966,"[id604145821|Фарида], свят, свят, свят🙏🙏🙏"
1967,"[id521912280|Александр], Аминь! 🙏🙏🙏"
1968,"Молодцы!Вы оказались на этом месте вовремя, здоровья вашей семье."
1969,"[id151311857|Лариса], о боже🙉"
1970,
1971,"[id197679472|Ольга], НАТО виновато"
1972,"[id197679472|Ольга], сначало надо убить защитников, ну а потом и собак."
1973,"[id261493826|Константин], согласна"
1974,"[id261493826|Константин], правильно всех их выслать в зону боевых действий вместе с псами"
1975,"[id718490744|Сергей], Байден..."
1976,Фашисты
1977,"[id197679472|Ольга], себя уб.ей"
1978,"[id773995556|Мустафа], рот свой завали, я бы посмотрела еслиб твоего ребенка хранили в закрытом гробу разорваная этими собаками."
1979,"[id197679472|Ольга], пусть каждый защитник возьмёт себе штук по 20 глядишь и бездомышей не будет. А тем кто выбрасывает руки оторвать"
1980,"[id197679472|Ольга], живодека."
1981,"Кому как, а я за отстрел."
1982,"[id378088575|Андрей], отстрел запрещен по закону ,должны быть приюты и стерилизовать ,уменьшая популяцию, достойная жизнь у животных должна быть тоже ,мы не в каменном веке живем"
1983,"[id523037662|Ольга], а кто платить за это должен по закону?"
1984,"[id8136231|Пётр], государство выделяет уже деньги на стерилизацию и построение приютов и волонтеры помогают ,как могут, травить и убивать нельзя , статья !"
1985,"[id523037662|Ольга], Вы в какой стране живете?"
1986,"[id8136231|Пётр], в России😊"
1987,"[id523037662|Ольга], видимо в царской🤣"
1988,"[id8136231|Пётр],"
1989,"[id8136231|Пётр], мы и сами на работе простерилизовали трех собак сучек и будки им построили и они нам поднимают настроение ,а мы им ! Они лапули ! И ни на кого не кидаются,обычные дворняжки бездомные"
1990,"[id523037662|Ольга], ну это хорошо, а тысячи остальных  диких голодных бродячих и злых кто возьмёт? Скажу по секрету, государству они нахрен не нужны, а волонтеров в десятки, а то и тысячи раз меньше бродячих собак."
1991,"[id8136231|Пётр], сейчас отлов и стерилизация сук ,это делают ,уменьшают популяцию ,приюты есть их конечно не хватает,а отлов и стерилизация,как раз вот и делается"
1992,Зоошиза ауууу
1993,"[id638056890|Наталья'], ты в лесу?)"
1994,"[id717446910|Nataly], да это все зоошизики наверно в лесу,белкам хвосты крутят🤣🤣🤣"
1995,"[id638056890|Наталья'], да у вас то мужики голые зимой в реку прыгают собак спасают, то вы кричите убить собак и защитников.. больные на голову )"
1996,"[id717446910|Nataly], ты меня с кем то путаешь,следи лучше🤣🤣🤣"
1997,"[id638056890|Наталья'], следят те, у кого обувь грязная )"
1998,"[id717446910|Nataly], о боже,с тобой все ясно,недалекая,сгинь вон👎👎👎"
1999,"[id638056890|Наталья'], аста ла виста е6ланько тупое )"
2000,"[id717446910|Nataly], 👎👎👎"
2001,"[id638056890|Наталья'],😂🤣😂🤣😂"
2002,"[id638056890|Наталья'], вы это кому не себе ли ?"
2003,"Это что за защитники,которые создают условия для преступлений с использованием дичи."
2004,Зоошиза разводит псин
2005,"Молодцы что не проехали мимо, мальчишка зато не пострадал славу богу. Спасибо вам за помощь."
2006,"[id195885724|Елена], да, поступила по-человечески..."
2007,"эти псины рожаются стаями, а РЕБЁНОК ОДИН !!! а ззоошиза подпевает стае."
2008,"[id441073035|Светлана], бабы тоже плодятся как кошки каждый год"
2009,"[id204315799|Елена], а тут 8шт. за раз, улавливаешь разницу. Во многих семья нашего времени по 1ребёнку за всю жизнь, у Президента -два. Не сравнивай член с пальцем"
2010,"[id441073035|Светлана], ой да ладно сейчас бабы плодяться как кошки не все но очень много,"
2011,"[id204315799|Елена], лучше пусть бабы плодятся, чем псины зубастые и наполненные паразитами"
2012,
2013,
2014,"[id441073035|Светлана], от людей больше дерьма, паразитов и много чего другого. (ВИЧ,Гипатит, туберкулёз , и т.д) так что каждый останется при своем мнении.удачи и будьте осторожны чтоб вас люди не покусали"
2015,"[id204315799|Елена], людские болезни лечатся. А паразитологов не в одной поликлинике города нет! А вы ходите с псинами, обхватали все кнопки, ручки и поручне, а на шерсти псин яйца паразитов"
2016,
2017,
2018,Ну окружили и дальше что? Фантазии админа зашкаливают
2019,"[id410594266|Татьяна], а вам нужно было чтобы рвать начали?"
2020,Я вообще не вижу никаких поползновений в сторону ребенка)
2021,"[id394674704|Галина], ну сейчас повылазят зоошизики."
2022,"[id410594266|Татьяна], если ты не вдолбеная любительница бродячих собак забери их себе организуй спецприемник и держи их там смотри за ними... А если только пи..деть умеешь, варюжку завали..... Надо отстреливать собак раз вы зоозащитники них... не можете кроме того как пи...деть"
2023,"[id307276023|Вера], если вы не любите животных ,это ваши проблемы ,люди нелюбящие животных злые чаще  и бездушные !проблему животных надо решать цивилизованно !"
2024,"[id678079942|Критик], чучело ты) Если я перейду на твой сленг,у тебя матрасевка ссаная уши завянут.А по поводу стайных собак....у меня такая 16 лет со мной прожила, умнейшая собака!И в следующий раз, когда читаешь или пишешь,думай головой, а не спинным мозгом."
2025,"[id523037662|Ольга], цивилизованно это не их конек)))"
2026,"[id410594266|Татьяна], видно, шaвka ты кусаться, любительница знатная"
2027,"[id780549329|Дмитрий], нет)С людьми я по людски,ну а...ну вы понимаете о чем я,?)А вообще посмотрите на что и кому я ответила....)"
2028,"[id780549329|Дмитрий], а вы смотрю хамло то еще !по-моему некоторых людей нужно в намордники ,чтобы культурнее были"
2029,Кормите пушистиков и они не будут такими злыми
2030,"[id773995556|Мустафа], уверен? Возьми себе пару штук. Я люблю животных но я за отстрел стай."
2031,"[id394674704|Галина], запрещено по закону ,наказание за отстрел ,есть закон о защите животных ,почитайте для развития на досуге"
2032,"[id773995556|Мустафа], вы в уме? Это дикие собаки. Им плевать кормят их или нет.они нападут даже ради забавы. Это не волки"
2033,"[id394674704|Галина], читайте закон стрелять запрещено ,только отлов ,помещение а приюты агрессивных ,а добрых можно стерилизовать и выпускать обратно ,таким образом уменьшается популяция. Призывы к убийствам нарушают закон РФ!"
2034,"[id472398002|Ольга], это редкие случаи , убивать животных по закону нельзя ,только звонки ,потом отлов и помещение злых собак в приюты ,добрых стерилизовать и выпускать ,не все собаки агрессивные! Это единичные случаи! Призывы к убийствам и убийства животных запрещены по закону российской федерации!читайте законы !"
2035,"[id523037662|Ольга], зачем вообще диких собак держать в приютах? Зачем вот? Пристроить их нельзя. С лопаты их там кормить?
Волков же не помешают в приюты, просто отстреливают, если они начали нападать.
Что вообще за двойные стандарты?"
2036,"[id472398002|Ольга], не сравнивайте волка и собаку ,вы вообще в своем уме ,когда это пишите ? Это говорит только о вашей недалекости в данной ситуации и вы вообще никогда с бездомными животными не имели дела , поэтому ни вам это утверждать ,если вы дилетант в этом деле"
2037,"[id472398002|Ольга],"
2038,"[id472398002|Ольга], я вам прислала видео ,посмотрите на этих бездомных собак ,они похоже на волков ,которых надо с лопаты кормить в приютах ????? Вы дура дурой ,не даром блондинка ,думайте ,когда что -то говорите ! Или молчите умнее будете !"
2039,"[id523037662|Ольга], стрелять их всех ,а тебя на фронт,"
2040,"Счастья здоровья любви благополучия Вам,будь здоров малыш и счастлив😘❤🌹"
2041,"[id739014847|Ирина], Я ТОЖЕ СЫНА РОДИЛА 6 КГ И 58 СМ В1982Г. НО ТОГДА ПОЧЕМУ ТО ЭТОГО НЕ АФИШИРОВАЛИ НУ РОДИЛА И РОДИЛА"
2042,"[id164349283|Валентина], сейчас всё на обзор. Просто дикий интерес вломиться в чужую жизнь счастье это или горе не важно."
2043,Ну и о кормила.
2044,"[id164349283|Валентина], пожалуйста, разрушьте стереотип) скажите, что при этом вы сами не растолстели во время беременности. А то как ребенок большой рождается, так сразу мама ""откормила""🙈"
2045,"[id164349283|Валентина], 🤣моя свекровь родила сына голова у него большая была , когда я родила ему два сына старшего не чего вот младшего сразу направили меня к неврологу за того что у него голова была большая🤣"
2046,"[id164349283|Валентина], здравствуйте. Просто интересно, какой рост Вашего сына теперь?"
2047,"Ольга думаешь почему врачи рекомендуют соблюдать диету, я троих родила по3500 лишнего не ела."
2048,"[id164349283|Валентина], тогда интернета не было, станционных телефонов тоже мало было."
2049,А на приём к врачу беременные ходили.?
2050,"Да ,ходила 3 раза,"
2051,"Богатырь!. Главное, что здоровенький."
2052,"[id460800144|Светлана], здоровенький весь в трубках лежать не будет"
2053,Но полнота может остаться.
2054,"[id670447732|Таня], у меня на 5 кг сын,но полнаты нет,всё слава Богу хорошо!"
2055,"Зина твои кг ушли ребёнку вот это и говорит, что ты ела очень колорийную пищу, а я пополнела тол ко после третьего."
2056,"[id670447732|Таня], я весила 68 кг,к родам была 98,думала так и останусь,ну нет,потом скинула до 70 кг."
2057,
2058,"Протеин жрала, как лошадь"
2059,"А вырастет лилипутом,как дед"
2060,"Добро пожаловать в этот мир, малыш!"
2061,Словно Четверню выносила! Интересно- кесарили или сама родила?
2062,"[id126529310|Елена], скорее  всего кесарили. А то бы всё  мамке разорвал 😩🤦‍♂️"
2063,Некоторые рожают как в туалет по большому сходят.
2064,
2065,Да мамочке было очень нелегко но такой хорошенький получился пампусик пряничек дай бог здоровья мамочке и ребёнку. Богатырю.
2066,Мамин пирожок😄
2067,"Ладно встречаться, но интим...."
2068,Ужас
2069,Через год пацана можно посадить за совращение малолетних.
2070,В 3 класс в 8 лет?🤔
2071,"[id84771048|Макс], а почему нет? Я с 6 в школу пошла"
2072,"[id84771048|Макс], второгодница...😄😄😄"
2073,"[id84771048|Макс], мне в третьем 8 было тоже"
2074,С математикой хреново у кого то
2075,"[id612603053|Елена], 9 должно быть ей лет"
2076,"[id76760265|Настя],у кого же?🤔"
2077,"[id84771048|Макс], даже не знаю😏"
2078,"[id286981443|Джейсон], в смысле, у тебя все с пяти ходят, если в третьем 8 второгодникам😏"
2079,"[id76760265|Настя], солнце моё, умей шутки воспринимать естественно.... Это же я просто в прикол написал....😄😄😄"
2080,"[id286981443|Джейсон], да я умею, просто по логике второгоднице в третьем лет десять должно быть)"
2081,Что за чушь?
2082,"[id658899449|Марина], не чушь, года 2 назад это было , даже видела их аккаунт в инсте"
2083,"[id693800670|Игорь], видела?"
2084,"[id780549329|Дмитрий], я тоже видела,это старые фотографии."
2085,
2086,"а девочека если ее конечно можно так назвать,в 8 лет еще в куклы играют,а она ноги  раздвинула ЖУТЬ."
2087,"[id196350938|Дашечка], Да там не было ничего такого, но от этого лучше не стало."
2088,Неее это просто маленькая женщина ну не похожа она на 8 девочку. 😳😳😳
2089,Что за бред?
2090,"[id521381443|Марина], Это было в Киеве. Ни о какой постели речь не шла. Это был проект по зарабатыванию денег.Там дочь вообще не посещала школу, видимо некогда было.Мать грубо говоря торговала смазливой мордашкой дочери в соцсетях. При этом не занималась развитием девочки. Как то видела в одной телепередаче, так у ребёнка даже проблемы с дикцией очень серьёзные. Это мило в два года , но в восемь перебор. Там с обучением вообще беда. Пригрозили изъять ребёнка. И поэтому удалились из соцсетей. Мама пыталась реализовать свои мечты через дочь."
2091,"[id521381443|Марина], ужас куда мы катимся"
2092,"[id521381443|Марина], прям с языка сняли. Других слов и не подобрать. Беда какая-то."
2093,"[id554942954|Zina], 😳😳😳"
2094,"[id554942954|Zina], там дочь и не выглядит на 8 лет😨"
2095,"[id573768602|Юлечка], А я не помню сколько ей точно было, но маленькая ещё."
2096,Что за пропаганда? А не привлечь ли автора к ответу?
2097,"[id554942954|Zina], аааа, Киев.  Тогда и нечуму удивляться 🤦‍♂️🤷‍♂️"
2098,"[id521381443|Марина], это группа помоика, потому здесб чясто бред такои!"
2099,"[id554942954|Zina], Ну где  ещё  такое  могло  быть, как  не на  продвинутой  окраине."
2100,"Даже читать не стала. Уже само название тошнотворно. И это ""Новости сверхдержавы?"" Громкие названия, а внутри пошлость."
2101,"[id86353168|Ольга], Какая сверхдержава,такие и новости."
2102,"[id777755622|Георгий], каков Мыкола таки и новостя.."
2103,"[id86353168|Ольга], пошлость! И зачем выкладывают действительно такую мерзость на стену?"
2104,"[id777755622|Георгий], а если бы эту группу недоумки организаторы назвали ""Клуб придурков"", то что вы бы написали? Да с вами вообще всё понятно: там, где намёк на хулу России, сразу обозначаетесь. У вас сделка, что ли?"
2105,"[id195810286|Александр], вы абсолютно правы, поэтому и отписываюсь от таких не очень умных."
2106,"[id86353168|Ольга], 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍"
2107,"[id86353168|Ольга], какая ""сверх держава"" такие и новости. 🤣🤣🤣"
2108,"[id109214650|Владимир], а в названии группы не звучит, какую сверхдержаву имеют в виду. Не старайтесь."
2109,"[id86353168|Ольга], мы живём в России и в названии группы мы читаем новости своей сверх державы. А какая ещё сверх держава у нас ещё есть по Вашему мнению?"
2110,"[id109214650|Владимир], а мое мнение одно: клясть, ненавидеть  и хаять свою страну может только недочеловек."
2111,Мама йопнутая вконец?!
2112,🙏🙏
2113,
2114,"[id748926224|Каролина], а почему ты не президент"
2115,"[id748926224|Каролина], много ещё!!!!"
2116,"[id748926224|Каролина], наивная вы! как будто он реально что-то решает!просто говорящая голова в телевизоре"
2117,
2118,"[id769685908|Вячеслав], сказал всё правильно и честно, согласен с тобой."
2119,"Жизнь, как зебра.
Белая полоса, чёрная, а в конце жопа."
2120,"[id769685908|Вячеслав], не можешь сказать ничего умного, лучше промолчи, так хоть немного за умного сойдешь."
2121,"[id654860034|Владимир], это смотря от куда начать, но бывают зебры и с двумя жопами"
2122,"Вечная память! Один вопрос тут конечно: хотя бы для него самого эта жертва оправданна? Мне лично не видится никакого смысла в этой войне, родину мы там не защищаем"
2123,"[id748565013|Амелия], глупость, это тупость"
2124,"[id748565013|Амелия], мы защищаем там своих Русских братьев от озверевших дегнератов-хохлов."
2125,"[id617536927|Павел-Владимирович], Нет там у нас никаких ""Русских братьев""!🤦‍♂️ У кого там в паспорте стоит графа национальность в которой говорится что он Русский!?🤔😉"
2126,"[id617536927|Павел-Владимирович], 🙈"
2127,"Я не уверена, что это героизм. Почему наши мужики готовы кого угодно спасать, а своих детей и жену только бросить???"
2128,"[id749308231|Кристина], таким как ты и тебе подобным этого не понять ни когда"
2129,"[id749308231|Кристина], удивляешься , потому что смотришь через свою призму 
А тебя много кто бросал !?"
2130,"[id204315799|Елена], а тебе типа понять?"
2131,"[id204315799|Елена], фашикам этого не понять в этом вы правы"
2132,"[id749308231|Кристина], потому что половина из их тупицы, а у мужчин есть родина и честь"
2133,"[id749308231|Кристина], потому что Дураки!!!"
2134,"[id204315799|Елена], и тебе не понять, пока твой сын, муж или отец не погибнут там и только после этого ты наконец поймешь, насколько все это бессмысленно и глупо"
2135,"[id265375217|Ольга], Вот именно что у мужчины есть Родина, (для нас это РФ), и есть честь, чтобы не идти за деньги рушить и захватывать чужую Родину!🤷‍♂️😉"
2136,"[id749308231|Кристина], он думал, как в Сирии - побомбил - денег срубил. Не прокатило. «хер0и»…"
2137,
2138,"[id765063750|Анатолий], включи обращение Путина и прослушай он же там на пальцах всё  разъяснил , что даже даун поймет"
2139,"[id420569463|Антон], наивный ))) А то он вину на себя возьмёт)"
2140,"[id420569463|Антон], и ты понял..."
2141,"[id370050383|Артём], попробуй аргументировать в чём он не прав и  что ты хочешь сказать, если ты не баба конечно"
2142,"[id420569463|Anton], ты Даун?"
2143,"[id420569463|Антон], а я смотрю, ты дешёвый провокатор. 
 Ушибленному патриоту объяснять без толку. 
  Что говорит Путин - лажа и точка. Есть факты и последствия."
2144,"[id420569463|Антон], ну для даунов как раз речь😁🤦🏻"
2145,"[id370050383|Артём], перелогинься в бабу , а то прячешь под мужским ником свою девичью суть"
2146,"[id420569463|Антон], теперь я понимаю, почему таким даунам заходят речи Путина) 
  Высказалась? Молодец. 
 Теперь иди на тренажёр для приседаний 🍾"
2147,"[id765063750|Анатолий], вряд ли Вам, тупое советское ничтожество, это понятно. Но защищают там Русских людей от озверевших дегнератов-хохлов."
2148,
2149,"[id682682362|Леонид], на дальних подступах"
2150,"[id682682362|Леонид], и сидеть с тобой на попе ровно, он родился мужчиной, а не мудоносцем"
2151,"[id682682362|Леонид], а может Вы свою поганую глотку захлопните? Это будет правильно!"
2152,"[id682682362|Леонид], вы следите, хотя бы за новостями. Там наша страна."
2153,"[id682682362|Леонид], а потом тебе в жопу прилетит осколок от бандеровцев"
2154,"[id265375217|Ольга], для того чтоб быть мужиком надо сдохнуть. Вот это норма у вас баб теперь"
2155,Сдохнут могут только трусы
2156,"[id265375217|Ольга], дура"
2157,"[id203772927|Наталья], хде ?"
2158,"[id7672396|Заблокированный],"
2159,🙏🙏🙏🌷🌷🇷🇺
2160,🙏🙏🙏😭😭😭
2161,🙏🙏🙏😭
2162,Не долго музыка играла не долго neтysh танцевал
2163,"[id780549329|Дмитрий], Аминь 👍🔥"
2164,"[id780549329|Дмитрий], так и ему надо .а то выступал пьяный .песни похабные пел.Развращал молодежь своим поведением и учил как можно заработать миллионны развратом"
2165,"[id520768073|Ника], про наркоту пел. Гнuдa и всё тут."
2166,"[id520768073|Ника], да ваша страница больше развращает нежели все моргенштерны с инстасамками)))"
2167,"[id17496118|Лев], я очень рада что вас заинтересовала .Когда человек переходит на личности.....то у человека нет достойного ответа"
2168,"Зачем, нам знать его проблемы. Нашел место, где задница в тепле, пусть там и сидит.🤔"
2169,"[id446960437|Виктория], Чуть спортив воздух, моргенштеровский neтyx, как иллюзионист,
под стук колес моментом испарился))"
2170,На нары эту мpaзoтy сатанинскую! 😡
2171,"[id708106618|Андрей], расстрелять вообще нax его"
2172,Газпром нефть национальное достояние
2173,"[id718490744|Сергей], РОССИЯ СИЛА 🇷🇺🇷🇺🇷🇺💪💪💪"
2174,"[id718490744|Сергей], 🤣👍"
2175,"[id730117688|Ерёма], а покажи мне где Россия то??? Есть странное государство Роися а-ля совок версии 2.0….."
2176,"[id718490744|Сергей], володин ( не помню его фамилии) сказал, что не Газпром национальное достояние. И даже не лес. И даже не алмазы... 
путин - наше национальное достояние!!! 
Он же житница. Он же здравница. Он же - закрома..."
2177,"Пархатый,Роися,так маму твою зовут,пиТарасик?🤦‍♂️🤣🤣"
2178,"[id17496118|Лев], РОССИЯ ВЕЗДЕ!!! РОССИЯ ПОВСЮДУ!!!"
2179,"[id730117688|Ерёма], координаты хоть скинь ))"
2180,Ну и рожа татуированая противная и страшная 🤢🤢🤢🤢🤢🤢
2181,"[id367590786|Любовь], холова луковая"
2182,"[id780549329|Дмитрий], это вы про меня если да я так то русская и родилась в России"
2183,"[id367590786|Любовь], да не, это про него"
2184,"[id780549329|Дмитрий], аааа,  на самом деле рожа у него противная и мерзкая"
2185,"[id367590786|Любовь], да это гнuда натуральная"
2186,"[id780549329|Дмитрий], да по роже заметно что он из себя представляет ровным счетом ничего"
2187,"[id367590786|Любовь], если сука ощенится в конюшне ее щенки не станут орловскими рысаками."
2188,"[id773995556|Мустафа], дак у него вроде есть ребенок тот какой то искуственой девки😂😂😂😂😂"
2189,"[id367590786|Любовь], я не про него речь реку"
2190,"[id367590786|Любовь], покажите свою рожу! Что вы из себя представляете? Уверена,что ничего. Очередная нищебродка, которая продукты выбирает в магазине не по качеству,а цене и при этом орет ""Путин, наше всё"".🤣"
2191,Мне кажется что у него денег хватит на две жизни
2192,"[id194550387|Илья], если бы откладывал, то да. А так всё прогулял уже, жил то шикарно."
2193,"[id73442050|Регина], у него там бизнес ещё есть. Так что всё ок."
2194,"[id194550387|Илья], не забывайте, что он еще наркоман. Это больших денег стоит"
2195,"[id194550387|Илья], тебе просто кажется ))) при хорошей жизни год , максимум два ))) Там понтов больше , чем денег )))🤣"
2196,"[id72984245|Ирина], не правда."
2197,"[id194550387|Илья], кажется"
2198,"[id72984245|Ирина], что употребляет"
2199,"[id36625320|Тагир], у него там остался только один бизнес - очком зарабатывать.🤣"
2200,"[id530942918|Ольга], твой конкурент?"
2201,"[id530942918|Ольга], ну про этот бизнес я не в курсе. Вам наверное виднее как и чем лучше зарабатывать"
2202,На срать на нго деньги
2203,Хотелось бы узнать -это кому то интересно?!!!
2204,"[id10109430|Ирина], да,нищебродская вата радуется."
2205,"[id570536144|Татьяна], кумир?"
2206,"Татьяна Лелекова, а ты из какой ваты  вылезла?"
2207,"[id570536144|Татьяна], бот задутый"
2208,Не надо было предавать родину
2209,"[id650834521|Адик], чем он предал? Путину не аплодировал? И Родина пишется с большой буквы,патриот диванный.🤣"
2210,"[id570536144|Татьяна], Россию предал!"
2211,"[id570536144|Татьяна], а он вам нравится, да? Его бездарность нравится?"
2212,"[id72984245|Ирина], чем предал?"
2213,"[id72984245|Ирина], вы видно очень даровитая.😃"
2214,"[id570536144|Татьяна], по каким правилам, слово ""родина"", пишется с большой буквы?"
2215,"[id95072617|Дмитрий], я вам не бесплатный репетитор. Если нужно знания подтянуть,нанимайте и платите. Псевдопатриоты такого элементарного правила не знают. Стыдно должно быть."
2216,"[id570536144|Татьяна], а с чего вы взяли, что второй вариант не подходит в данном случае?😄"
2217,"[id72984245|Ирина], он сделал больше для российских детей чем вся твоя семейка в сборе. И у тебя ещё язык поворачивается что то писать? Уборщица диванная 🤣🤣🤣🤣🤣"
2218,"[id576321984|Миша], миха здорова ты в каждой жопе затычка🤣"
2219,Война не до них
2220,"[id288704105|Елена], он ещё далеко до войны уехал."
2221,"[id36625320|Тагир], тут все лишь бы ,что то 3.14здануть))) а по факту делов не знают))"
2222,Почему то я не удивлен национальности отца.
2223,"[id655386741|Квантовый], а какая у него национальность?"
2224,"[id766632046|Данька], Видимо кавказская."
2225,"[id766632046|Данька], Беларус. Это же очевидно."
2226,"[id655386741|Квантовый], он трактор? Это точно?😯"
2227,"[id766632046|Данька], Конечно. Только посмотри на него."
2228,"[id655386741|Квантовый], ну да,тонированный немного..😁"
2229,Чистокровный ариец
2230,"[id641289948|Walja], ""Ариес я! Мамай клянус!"""
2231,"[id655386741|Квантовый], можно подумать среди наших такого нет, да полно"
2232,Растерзать таких тварей мало.Нелюди
2233,Тваръььььььььььььььь такая
2234,Петуха не отец.нормальный Мужик ребенка не обидит
2235,"Тварь последняя.
Таких папашь как он убивать надо.
Или так же для начало поиздеваться.
Мамаша сама бы такое перенесла
Вот потом бы как миленькая побежала в полицию"
2236,...ужас...
2237,
2238,"Тварь безбожная, скот."
2239,"Отрубить руки, чтоб всю жизнь помнил и никаких оправданий."
2240,"Налить ему на лысину расплавленного олова, пусть почувствует боль. Моральный урод, и мамаша такая же."
2241,"[id490896438|Наталья], сразу в рот на язык, он же ребёнку язык прижигал."
2242,"[id490896438|Наталья], так больно такое читать о детях. Думаешь, а что сейчас с твоими делают... И помочь НЕ МОЖЕШЬ!!!!"
2243,"[id490896438|Наталья], и пусть на морозе руки засунут в снег на два часа"
2244,Питушара черножопая😡😡
2245,"Говорят даже Моргенштерн краснеет, когда её «песни» слышит😏"
2246,"Чушь собачья,в 90 молодежь  тащилась от сектора Газа,и многие выросли достойными людьми.а если поколение полудурков- то им что Моцарт что сосамка -один хрен"
2247,"[id630031033|Юрий], но ты сравнил, Сектор газа с этой лахухой. А главное не забывай, что до этого времени в нашей стране была идеология а это была основа нашей морали."
2248,Вот шамотра. Как её можно слушать?!?
2249,
2250,"[id133235495|Сергей], куда,куда-туда"
2251,Конченная
2252,"[id531333867|Анастасия], чудовище"
2253,Ееетттоооооо кто🤔
2254,"[id5091146|Оксана], чччудовище😐"
2255,"Будете слушать, потому что это одобрено мин культом РФ."
2256,"[id474714737|Владимир], трудно понять мин культа, очень трудно, уже 30 лет, именно поэтому настал час привести в порядок, в гармонию в соответствии целями и задачами общества всю культуру начиная с минкульта."
2257,"[id474714737|Владимир], а минкульт знает о ее существовании?🤣🤣🤦‍♂️"
2258,"[id766632046|Данька], ему что принесли в конверте,то он и подаисал))"
2259,"[id655806260|Ирина], ""ему"",Минкульту  Иосифу Абрамовичу?🤣🤣🤣"
2260,"[id766632046|Данька], 😉 один & уй,кто,что,кому,куда"
2261,"[id655806260|Ирина], ну,это смотря кому и куда!? А то можно и не один..😁"
2262,"[id766632046|Данька], а должен!"
2263,Бытие определяет сознание...
2264,"[id766632046|Данька], Ну мы ведь знаем?"
2265,"[id650697318|Татьяна], не мы,а вы! Я ее в упор не знаю..Честно."
2266,Скромней надо быть.
2267,"Ее не возможно слушать, когда слышу на радио стыдно становится что они вообще ее включают, а тут увидела вообще позорище татуированое"
2268,А КТО ЭТО ВООБЩЕ
2269,"[id607018974|Andrei], написано же: ИНСТАСАМКА

ДАРЬЯ ЗОТЕЕВА( ТИКТОКЕР, ХИП- ХОП - ИСПОЛНИТЕЛЬ)"
2270,"[id533365812|Татана], НЕ РАЗУ ПРО НЕЁ НЕ СЛЫШАЛ"
2271,"[id607018974|Andrei], вела блог а соцсетях.."
2272,И это радует
2273,"Тут психиатр нужен, а не штраф."
2274,"[id533037911|Aleksander], за ее же счёт"
2275,Што за обезьяна?!
2276,"[id31760923|Александр], обычная малолетка которой все можно."
2277,"Женщина конечно не права,что руки распускает....но гулять с собакой на детской площадке,тоже не правильно."
2278,"[id410594266|Татьяна], забыли вас спросить где детям гулять с собакой"
2279,"[id204315799|Елена], любезная....))))Я не прошу меня спрашивать,я высказала свое мнение))))"
2280,"[id204315799|Елена], выгул собак на детских площадках запрещен."
2281,"[id615584538|Смирнов-Игорь], читайте выше , забыли вас спросить где детям гулять с собаками"
2282,"[id204315799|Елена],забыли спросить? ну тогда женщина все правильно поступила. Я бы еще и собаку пристрелил."
2283,"[id615584538|Смирнов-Игорь], себя престрели и себе подобных"
2284,"[id204315799|Елена], сначала тебя и тебе подобных. Если в законе написано нельзя, значит нельзя. А если плюешь на закон, то и получи."
2285,"[id615584538|Смирнов-Игорь], а я бы этому существу руки переломала бы если бы она тронула моих детей и мою собаку ,мало бы ей не показалось ,своих детей иди хлещи"
2286,"[id615584538|Смирнов-Игорь], получило это существо есть закон что чужих детей трогать не льзя ,так что иди и учи законы умник"
2287,"[id204315799|Елена], а вот теперь надо разобраться. Я не думаю, что женщина ни с того ни с чего вдруг накинулась. Может сначала были куча матов и оскорблений в ее сторону, дети сейчас такие."
2288,"Выгул собак на детских площадках запрещён, административка.
Начала конфликта нет, т.е. дети вполне могли успеть нагрубить и нахамить.
Рукопрекладство недопустимо, даме поделом"
