image_id,text,name,group,sub_group,emoji,train
1934,Один час,clock face one oclock,Travel & Places,time,🕐,1
1935,Один час-тридцать минут,clock face one thirty,Travel & Places,time,🕜,1
1936,Два часа,clock face two oclock,Travel & Places,time,🕑,1
1937,Два часа-тридцать минут,clock face two thirty,Travel & Places,time,🕝,1
1938,Три часа,clock face three oclock,Travel & Places,time,🕒,1
1939,Три часа-тридцать минут,clock face three thirty,Travel & Places,time,🕞,1
1940,Четыре часа,clock face four oclock,Travel & Places,time,🕓,1
1941,Четыре часа-тридцать минут,clock face four thirty,Travel & Places,time,🕟,1
1942,Пять часов,clock face five oclock,Travel & Places,time,🕔,1
1943,Пять часов-тридцать минут,clock face five thirty,Travel & Places,time,🕠,1
1944,Шесть часов,clock face six oclock,Travel & Places,time,🕕,1
1945,Шесть часов-тридцать минут,clock face six thirty,Travel & Places,time,🕡,1
1946,Семь часов,clock face seven oclock,Travel & Places,time,🕖,1
1947,Семь часов-тридцать минут,clock face seven thirty,Travel & Places,time,🕢,1
1948,Восемь часов,clock face eight oclock,Travel & Places,time,🕗,1
1949,Восемь часов-тридцать минут,clock face eight thirty,Travel & Places,time,🕣,1
1950,Девять часов,clock face nine oclock,Travel & Places,time,🕘,1
1951,Девять часов-тридцать минут,clock face nine thirty,Travel & Places,time,🕤,0
1952,Десять часов,clock face ten oclock,Travel & Places,time,🕙,1
1953,Десять часов-тридцать минут,clock face ten thirty,Travel & Places,time,🕥,1
1954,Одиннадцать часов,clock face eleven oclock,Travel & Places,time,🕚,1
1955,Одиннадцать часов-тридцать минут,clock face eleven thirty,Travel & Places,time,🕦,0
1956,Новолуние,new moon symbol,Travel & Places,sky & weather,🌑,1
1957,Растущий полумесяц Луны,waxing crescent moon symbol,Travel & Places,sky & weather,🌒,1
1958,Первая четверть Луны,first quarter moon symbol,Travel & Places,sky & weather,🌓,1
1959,Растущая выпуклая Луна,waxing gibbous moon symbol,Travel & Places,sky & weather,🌔,1
1960,Полнолуние,full moon symbol,Travel & Places,sky & weather,🌕,0
1961,Убывающая выпуклая Луна,waning gibbous moon symbol,Travel & Places,sky & weather,🌖,1
1962,Последняя четверть Луны,last quarter moon symbol,Travel & Places,sky & weather,🌗,1
1963,Убывающий полумесяц Луны,waning crescent moon symbol,Travel & Places,sky & weather,🌘,1
1964,Месяц,crescent moon,Travel & Places,sky & weather,🌙,1
1965,Лицо Луны,new moon with face,Travel & Places,sky & weather,🌚,1
1966,Лицо первой четверти Луны,first quarter moon with face,Travel & Places,sky & weather,🌛,1
1967,Лицо последней четверти Луны,last quarter moon with face,Travel & Places,sky & weather,🌜,1
1968,Термометр,thermometer,Travel & Places,sky & weather,🌡,1
1969,Солнце,black sun with rays,Travel & Places,sky & weather,☀,1
1970,Лицо полной Луны,full moon with face,Travel & Places,sky & weather,🌝,1
1971,Солнце с лицом,sun with face,Travel & Places,sky & weather,🌞,1
1972,Звезда,white medium star,Travel & Places,sky & weather,⭐,0
1973,Сияющая звезда,glowing star,Travel & Places,sky & weather,🌟,1
1974,Падающая звезда,shooting star,Travel & Places,sky & weather,🌠,1
1975,Звездопад,milky way,Travel & Places,sky & weather,🌌,1
1976,Облако,cloud,Travel & Places,sky & weather,☁,1
1977,Солнце за облаком,sun behind cloud,Travel & Places,sky & weather,⛅,1
1978,Облако с дождем и молнией,thunder cloud and rain,Travel & Places,sky & weather,⛈,1
1979,Солнце за небольшим облаком,white sun with small cloud,Travel & Places,sky & weather,🌤,1
1980,Солнце за большим облаком,white sun behind cloud,Travel & Places,sky & weather,🌥,1
1981,Солнце за облаком с дождем,white sun behind cloud with rain,Travel & Places,sky & weather,🌦,1
1982,Облако с дождем,cloud with rain,Travel & Places,sky & weather,🌧,1
1983,Облако со снегом,cloud with snow,Travel & Places,sky & weather,🌨,1
1984,Облако с молнией,cloud with lightning,Travel & Places,sky & weather,🌩,1
1985,Торнадо,cloud with tornado,Travel & Places,sky & weather,🌪,1
1986,Туман,fog,Travel & Places,sky & weather,🌫,1
1987,Ветреное лицо,wind blowing face,Travel & Places,sky & weather,🌬,1
1988,Циклон,cyclone,Travel & Places,sky & weather,🌀,1
1989,Радуга,rainbow,Travel & Places,sky & weather,🌈,1
1990,Закрытый зонт,closed umbrella,Travel & Places,sky & weather,🌂,1
1991,Зонт,umbrella,Travel & Places,sky & weather,☂,1
1992,Зонт под каплями дождя,umbrella with rain drops,Travel & Places,sky & weather,☔,1
1993,Зонт на земле,umbrella on ground,Travel & Places,sky & weather,⛱,1
1994,Высокое напряжение,high voltage sign,Travel & Places,sky & weather,⚡,1
1995,Снежинка,snowflake,Travel & Places,sky & weather,❄,1
1996,Снеговик,snowman,Travel & Places,sky & weather,☃,1
1997,Снеговик без снега,snowman without snow,Travel & Places,sky & weather,⛄,1
1998,Комета,comet,Travel & Places,sky & weather,☄,1
1999,Огонь,fire,Travel & Places,sky & weather,🔥,1
2000,Капля,droplet,Travel & Places,sky & weather,💧,1
2001,Волна,water wave,Travel & Places,sky & weather,🌊,1
2002,Фонарь из тыквы,jack o lantern,Activities,event,🎃,1
2003,Рождественская елка,christmas tree,Activities,event,🎄,1
2004,Фейерверк,fireworks,Activities,event,🎆,1
2005,Бенгальский огонь,firework sparkler,Activities,event,🎇,1
2006,Петарда,firecracker,Activities,event,🧨,1
2007,Вспышки,sparkles,Activities,event,✨,1
2008,Шарик,balloon,Activities,event,🎈,1
2009,Праздничная хлопушка,party popper,Activities,event,🎉,1
2010,Конфетти,confetti ball,Activities,event,🎊,1
2011,Дерево Танабата,tanabata tree,Activities,event,🎋,1
2012,Сосновые украшения,pine decoration,Activities,event,🎍,0
2013,Японские куклы,japanese dolls,Activities,event,🎎,1
2014,Карп-воздушный змей,carp streamer,Activities,event,🎏,1
2015,Музыкальная подвеска,wind chime,Activities,event,🎐,0
2016,Фестиваль Созерцания Луны,moon viewing ceremony,Activities,event,🎑,1
2017,Красный конверт,red gift envelope,Activities,event,🧧,1
2018,Лента,ribbon,Activities,event,🎀,1
2019,Запакованный подарок,wrapped present,Activities,event,🎁,1
2020,Лента памяти,reminder ribbon,Activities,event,🎗,0
2021,Входной билет,admission tickets,Activities,event,🎟,1
2022,Билет на концерт,ticket,Activities,event,🎫,1
2023,Военная награда,military medal,Activities,award-medal,🎖,1
2024,Трофей,trophy,Activities,award-medal,🏆,1
2025,Спортивная медаль,sports medal,Activities,award-medal,🏅,1
2026,Медаль за 1-ое место,first place medal,Activities,award-medal,🥇,1
2027,Медаль за 2-ое место,second place medal,Activities,award-medal,🥈,1
2028,Медаль за 3-е место,third place medal,Activities,award-medal,🥉,1
2029,Футбол,soccer ball,Activities,sport,⚽,0
2030,Бейсбол,baseball,Activities,sport,⚾,1
2031,Софтбол,softball,Activities,sport,🥎,1
2032,Баскетбол,basketball and hoop,Activities,sport,🏀,1
2033,Волейбол,volleyball,Activities,sport,🏐,1
2034,Американский футбол,american football,Activities,sport,🏈,1
2035,Регби,rugby football,Activities,sport,🏉,1
2036,Теннис,tennis racquet and ball,Activities,sport,🎾,1
2037,Летающий диск,flying disc,Activities,sport,🥏,1
2038,Боулинг,bowling,Activities,sport,🎳,1
2039,Крикет,cricket bat and ball,Activities,sport,🏏,1
2040,Хоккей на траве,field hockey stick and ball,Activities,sport,🏑,1
2041,Хоккей на льду,ice hockey stick and puck,Activities,sport,🏒,1
2042,Лакросс,lacrosse stick and ball,Activities,sport,🥍,1
2043,Пинг понг,table tennis paddle and ball,Activities,sport,🏓,0
2044,Бадминтон,badminton racquet and shuttlecock,Activities,sport,🏸,1
2045,Бокс,boxing glove,Activities,sport,🥊,1
2046,Форма для занятия боевыми искусствами,martial arts uniform,Activities,sport,🥋,1
2047,Ворота,goal net,Activities,sport,🥅,1
2048,Флаг в дырке,flag in hole,Activities,sport,⛳,1
2049,Катание на льду,ice skate,Activities,sport,⛸,1
2050,Удочка,fishing pole and fish,Activities,sport,🎣,1
2051,Футболка для пробежек,running shirt with sash,Activities,sport,🎽,1
2052,Лыжи,ski and ski boot,Activities,sport,🎿,1
2053,Сани,sled,Activities,sport,🛷,1
2054,Камень для керлинга,curling stone,Activities,sport,🥌,1
2055,Прямое попадание,direct hit,Activities,game,🎯,1
2056,Бильярд,billiards,Activities,game,🎱,1
2057,Шар для гадания,crystal ball,Activities,game,🔮,0
2058,Амулет Назар,nazar amulet,Activities,game,🧿,1
2059,Видеоигра,video game,Activities,game,🎮,0
2060,Джойстик,joystick,Activities,game,🕹,1
2061,Игровой слот,slot machine,Activities,game,🎰,1
2062,Игральная кость,game die,Activities,game,🎲,1
2063,Головоломка,jigsaw puzzle piece,Activities,game,🧩,1
2064,Плюшевый мишка,teddy bear,Activities,game,🧸,1
2065,Масть «Пики»,black spade suit,Activities,game,♠,1
2066,Масть «Черви»,black heart suit,Activities,game,♥,1
2067,Масть «Бубны»,black diamond suit,Activities,game,♦,1
2068,Масть «Трефы»,black club suit,Activities,game,♣,1
2069,Пешка,black chess pawn,Activities,game,♟,1
2070,Джокер,playing card black joker,Activities,game,🃏,1
2071,Маджонг «Красный Дракон»,mahjong tile red dragon,Activities,game,🀄,1
2072,Цветная игральная карта,flower playing cards,Activities,game,🎴,0
2073,Изобразительное искусство,performing arts,Activities,arts & crafts,🎭,0
2074,Картинка в рамке,frame with picture,Activities,arts & crafts,🖼,1
2075,Палитра художника,artist palette,Activities,arts & crafts,🎨,1
2076,Катушка ниток,spool of thread,Activities,arts & crafts,🧵,1
2077,Клубок ниток,ball of yarn,Activities,arts & crafts,🧶,1
2078,Очки,eyeglasses,Objects,clothing,👓,1
2079,Солнечные очки,dark sunglasses,Objects,clothing,🕶,1
2080,Очки для ныряний,goggles,Objects,clothing,🥽,1
2081,Лабораторный халат,lab coat,Objects,clothing,🥼,1
2082,Галстук,necktie,Objects,clothing,👔,1
2083,Футболка,t shirt,Objects,clothing,👕,0
2084,Джинсы,jeans,Objects,clothing,👖,1
2085,Шарф,scarf,Objects,clothing,🧣,1
2086,Перчатки,gloves,Objects,clothing,🧤,1
2087,Пальто,coat,Objects,clothing,🧥,1
2088,Носки,socks,Objects,clothing,🧦,1
2089,Платье,dress,Objects,clothing,👗,1
2090,Кимоно,kimono,Objects,clothing,👘,1
2091,Бикини,bikini,Objects,clothing,👙,1
2092,Женская одежда,womans clothes,Objects,clothing,👚,1
2093,Кошелек,purse,Objects,clothing,👛,1
2094,Сумка,handbag,Objects,clothing,👜,1
2095,Клатч,pouch,Objects,clothing,👝,1
2096,Пакеты,shopping bags,Objects,clothing,🛍,1
2097,Рюкзак,school satchel,Objects,clothing,🎒,1
2098,Мужская обувь,mans shoe,Objects,clothing,👞,0
2099,Обувь для бега,athletic shoe,Objects,clothing,👟,0
2100,Обувь для походов,hiking boot,Objects,clothing,🥾,1
2101,Плоская обувь,flat shoe,Objects,clothing,🥿,1
2102,Обувь на каблуке,high heeled shoe,Objects,clothing,👠,1
2103,Женский сандаль,womans sandal,Objects,clothing,👡,1
2104,Женская обувь,womans boots,Objects,clothing,👢,1
2105,Корона,crown,Objects,clothing,👑,1
2106,Женская шляпа,womans hat,Objects,clothing,👒,1
2107,Котелок,top hat,Objects,clothing,🎩,0
2108,Шапка выпускника,graduation cap,Objects,clothing,🎓,1
2109,Бейсболка,billed cap,Objects,clothing,🧢,1
2110,Каска пожарника,helmet with white cross,Objects,clothing,⛑,1
2111,Четки,prayer beads,Objects,clothing,📿,0
2112,Губная помада,lipstick,Objects,clothing,💄,0
2113,Обручальное кольцо,ring,Objects,clothing,💍,1
2114,Драгоценный камень,gem stone,Objects,clothing,💎,1
2115,Заглушенный динамик,speaker with cancellation stroke,Objects,sound,🔇,1
2116,Тихий звук из динамика,speaker,Objects,sound,🔈,1
2117,Громкий звук из динамика,speaker with one sound wave,Objects,sound,🔉,1
2118,Максимальный звук из динамика,speaker with three sound waves,Objects,sound,🔊,1
2119,Громкоговоритель,public address loudspeaker,Objects,sound,📢,1
2120,Мегафон,cheering megaphone,Objects,sound,📣,1
2121,Почтовый рожок,postal horn,Objects,sound,📯,1
2122,Колокольчик,bell,Objects,sound,🔔,1
2123,Перечеркнутый колокольчик,bell with cancellation stroke,Objects,sound,🔕,1
2124,Скрипичный ключ,musical score,Objects,music,🎼,1
2125,Музыкальная нота,musical note,Objects,music,🎵,1
2126,Музыкальные ноты,multiple musical notes,Objects,music,🎶,1
2127,Студийный микрофон,studio microphone,Objects,music,🎙,1
2128,Регулировщик уровня,level slider,Objects,music,🎚,1
2129,Ручки управления,control knobs,Objects,music,🎛,1
2130,Микрофон,microphone,Objects,music,🎤,1
2131,Наушники,headphone,Objects,music,🎧,1
2132,Радиоприемник,radio,Objects,music,📻,1
2133,Саксофон,saxophone,Objects,musical-instrument,🎷,1
2134,Гитара,guitar,Objects,musical-instrument,🎸,1
2135,Музыкальные клавиши,musical keyboard,Objects,musical-instrument,🎹,1
2136,Труба,trumpet,Objects,musical-instrument,🎺,1
2137,Виолончель,violin,Objects,musical-instrument,🎻,1
2138,Барабан,drum with drumsticks,Objects,musical-instrument,🥁,1
2139,Мобильный телефон,mobile phone,Objects,phone,📱,1
2140,Мобильный телефон со стрелкой,mobile phone with rightwards arrow at left,Objects,phone,📲,1
2141,Стационарный телефон,black telephone,Objects,phone,☎,1
2142,Телефонная трубка,telephone receiver,Objects,phone,📞,0
2143,Пейджер,pager,Objects,phone,📟,1
2144,Факс,fax machine,Objects,phone,📠,1
2145,Батарейка,battery,Objects,computer,🔋,1
2146,Электрическая вилка,electric plug,Objects,computer,🔌,1
2147,Ноутбук,personal computer,Objects,computer,💻,1
2148,Настольный компьютер,desktop computer,Objects,computer,🖥,1
2149,Принтер,printer,Objects,computer,🖨,1
2150,Клавиатура,keyboard,Objects,computer,⌨,1
2151,Компьютерная мышь,three button mouse,Objects,computer,🖱,0
2152,Трекбол,trackball,Objects,computer,🖲,1
2153,Диск,minidisc,Objects,computer,💽,0
2154,Дискета,floppy disk,Objects,computer,💾,1
2155,Оптический диск,optical disc,Objects,computer,💿,1
2156,DVD-диск,dvd,Objects,computer,📀,1
2157,Счеты,abacus,Objects,computer,🧮,1
2158,Кинокамера,movie camera,Objects,light & video,🎥,1
2159,Кинопленка,film frames,Objects,light & video,🎞,0
2160,Проектор,film projector,Objects,light & video,📽,1
2161,Кинотабличка,clapper board,Objects,light & video,🎬,1
2162,Телевизор,television,Objects,light & video,📺,1
2163,Фотоаппарат,camera,Objects,light & video,📷,1
2164,Фотоаппарат со вспышкой,camera with flash,Objects,light & video,📸,1
2165,Видеокамера,video camera,Objects,light & video,📹,1
2166,Кассета,videocassette,Objects,light & video,📼,1
2167,Повернутая влево лупа,left pointing magnifying glass,Objects,light & video,🔍,1
2168,Повернутая вправо лупа,right pointing magnifying glass,Objects,light & video,🔎,1
2169,Горящая свеча,candle,Objects,light & video,🕯,1
2170,Горящая лампочка,electric light bulb,Objects,light & video,💡,1
2171,Горящий фонарик,electric torch,Objects,light & video,🔦,1
2172,Фонарь из красной бумаги,izakaya lantern,Objects,light & video,🏮,1
2173,Декорированная записная книга,notebook with decorative cover,Objects,book-paper,📔,1
2174,Закрытая книга,closed book,Objects,book-paper,📕,1
2175,Открытая книга,open book,Objects,book-paper,📖,1
2176,Зеленая книга,green book,Objects,book-paper,📗,1
2177,Синяя книга,blue book,Objects,book-paper,📘,1
2178,Оранжевая книга,orange book,Objects,book-paper,📙,1
2179,Книги,books,Objects,book-paper,📚,1
2180,Записная книга,notebook,Objects,book-paper,📓,1
2181,Бухгалтерская книга,ledger,Objects,book-paper,📒,1
2182,Лист бумаги с текстом,page with curl,Objects,book-paper,📃,0
2183,Свиток,scroll,Objects,book-paper,📜,1
2184,Страница с завернутым углом,page facing up,Objects,book-paper,📄,1
2185,Газета,newspaper,Objects,book-paper,📰,1
2186,Свернутая газета,rolled up newspaper,Objects,book-paper,🗞,1
2187,Пометки на полях,bookmark tabs,Objects,book-paper,📑,1
2188,Закладка,bookmark,Objects,book-paper,🔖,0
2189,Этикетка,label,Objects,book-paper,🏷,1
2190,Мешок с деньгами,money bag,Objects,money,💰,1
2191,Иены,banknote with yen sign,Objects,money,💴,1
2192,Доллары,banknote with dollar sign,Objects,money,💵,1
2193,Евро,banknote with euro sign,Objects,money,💶,1
2194,Фунты,banknote with pound sign,Objects,money,💷,1
2195,Деньги с крылышками,money with wings,Objects,money,💸,1
2196,Кредитная карта,credit card,Objects,money,💳,1
2197,Рецепт,receipt,Objects,money,🧾,1
2198,Курс иены,chart with upwards trend and yen sign,Objects,money,💹,1
2199,Обменный курс,currency exchange,Symbols,currency,💱,1
2200,Знак доллара,heavy dollar sign,Symbols,currency,💲,1
2201,Конверт,envelope,Objects,mail,✉,0
2202,Электронное письмо,e mail symbol,Objects,mail,📧,1
2203,Полученный конверт,incoming envelope,Objects,mail,📨,1
2204,Конверт со стрелкой,envelope with downwards arrow above,Objects,mail,📩,1
2205,Лоток для отправленных писем,outbox tray,Objects,mail,📤,1
2206,Лоток для входящих писем,inbox tray,Objects,mail,📥,1
2207,Упаковка,package,Objects,mail,📦,1
2208,Закрытый почтовый ящик с поднятым флажком,closed mailbox with raised flag,Objects,mail,📫,1
2209,Закрытый почтовый ящик с опущенным флажком,closed mailbox with lowered flag,Objects,mail,📪,0
2210,Открытый почтовый ящик с поднятым флажком,open mailbox with raised flag,Objects,mail,📬,1
2211,Открытый почтовый ящик с опущенным флажком,open mailbox with lowered flag,Objects,mail,📭,1
2212,Почтовый ящик,postbox,Objects,mail,📮,1
2213,Ящик для голосований,ballot box with ballot,Objects,mail,🗳,1
2214,Карандаш,pencil,Objects,writing,✏,1
2215,Черная ручка-перо,black nib,Objects,writing,✒,1
2216,Ручка-перо,lower left fountain pen,Objects,writing,🖋,1
2217,Ручка,lower left ballpoint pen,Objects,writing,🖊,1
2218,Кисточка,lower left paintbrush,Objects,writing,🖌,1
2219,Пастель,lower left crayon,Objects,writing,🖍,1
2220,Меморандум,memo,Objects,writing,📝,1
2221,Портфель,briefcase,Objects,office,💼,1
2222,Папка для файлов,file folder,Objects,office,📁,1
2223,Картотечные делители,card index dividers,Objects,office,🗂,1
2224,Календарь,calendar,Objects,office,📅,1
2225,Отрывной календарь,tear off calendar,Objects,office,📆,1
2226,Спиральный блокнот,spiral note pad,Objects,office,🗒,1
2227,Спиральный календарь,spiral calendar pad,Objects,office,🗓,1
2228,Подставка для карточек,card index,Objects,office,📇,1
2229,График на увеличение,chart with upwards trend,Objects,office,📈,1
2230,График на падение,chart with downwards trend,Objects,office,📉,1
2231,Гистограмма,bar chart,Objects,office,📊,1
2232,Буфер обмена,clipboard,Objects,office,📋,1
2233,Канцелярская кнопка,pushpin,Objects,office,📌,0
2234,Круглая канцелярская кнопка,round pushpin,Objects,office,📍,1
2235,Скрепка,paperclip,Objects,office,📎,1
2236,Скрепленные скрепки,linked paperclips,Objects,office,🖇,1
2237,Прямая линейка,straight ruler,Objects,office,📏,1
2238,Треугольная линейка,triangular ruler,Objects,office,📐,0
2239,Ножницы,black scissors,Objects,office,✂,0
2240,Открытая коробка с папками,card file box,Objects,office,🗃,1
2241,Картотека,file cabinet,Objects,office,🗄,1
2242,Урна для бумаги,wastebasket,Objects,office,🗑,1
2243,Замок,lock,Objects,lock,🔒,1
2244,Открытый замок,open lock,Objects,lock,🔓,1
2245,"Замок, закрытый ручкой",lock with ink pen,Objects,lock,🔏,1
2246,"Замок, закрытый ключом",closed lock with key,Objects,lock,🔐,1
2247,Ключ,key,Objects,lock,🔑,1
2248,Старый ключ,old key,Objects,lock,🗝,1
2249,Молоток,hammer,Objects,tool,🔨,1
2250,Кирка,pick,Objects,tool,⛏,1
2251,Молоток и кирка,hammer and pick,Objects,tool,⚒,1
2252,Молоток и гаечный ключ,hammer and wrench,Objects,tool,🛠,1
2253,Меч,dagger knife,Objects,tool,🗡,1
2254,Скрещенные мечи,crossed swords,Objects,tool,⚔,1
2255,Водяной пистолет,pistol,Objects,tool,🔫,1
2256,Лук и стрела,bow and arrow,Objects,tool,🏹,1
2257,Щит,shield,Objects,tool,🛡,0
2258,Гаечный ключ,wrench,Objects,tool,🔧,1
2259,Болт и гайка,nut and bolt,Objects,tool,🔩,1
2260,Шестерня,gear,Objects,tool,⚙,1
2261,Зажим,compression,Objects,tool,🗜,1
2262,Весы,scales,Objects,tool,⚖,0
2263,Звенья цепи,link symbol,Objects,tool,🔗,1
2264,Цепи,chains,Objects,tool,⛓,1
2265,Набор с инструментами,toolbox,Objects,tool,🧰,1
2266,Магнит,magnet,Objects,tool,🧲,1
2267,Перегонный аппарат,alembic,Objects,science,⚗,1
2268,Тестовый образец,test tube,Objects,science,🧪,1
2269,Чашка Петри,petri dish,Objects,science,🧫,1
2270,ДНК,dna double helix,Objects,science,🧬,1
2271,Микроскоп,microscope,Objects,science,🔬,1
2272,Телескоп,telescope,Objects,science,🔭,1
2273,Спутниковая антенна,satellite antenna,Objects,science,📡,1
2274,Шприц,syringe,Objects,medical,💉,1
2275,Пилюля,pill,Objects,medical,💊,1
2276,Дверь,door,Objects,household,🚪,1
2277,Кровать,bed,Objects,household,🛏,0
2278,Диван с лампой,couch and lamp,Objects,household,🛋,1
2279,Унитаз,toilet,Objects,household,🚽,1
2280,Душ,shower,Objects,household,🚿,1
2281,Ванна с пеной,bathtub,Objects,household,🛁,1
2282,Лосьен,lotion bottle,Objects,household,🧴,1
2283,Булавка,safety pin,Objects,household,🧷,0
2284,Метла,broom,Objects,household,🧹,1
2285,Корзина,basket,Objects,household,🧺,1
2286,Туалетная бумага,roll of paper,Objects,household,🧻,0
2287,Мыло,bar of soap,Objects,household,🧼,1
2288,Мочалка,sponge,Objects,household,🧽,1
2289,Огнетушитель,fire extinguisher,Objects,household,🧯,1
2290,Тележка,shopping trolley,Objects,household,🛒,1
2291,Сигарета,smoking symbol,Objects,other-object,🚬,1
2292,Гроб,coffin,Objects,other-object,⚰,1
2293,Урна с прахом,funeral urn,Objects,other-object,⚱,1
2294,Моаи,moyai,Objects,other-object,🗿,1
2295,Знак «Банкомат»,automated teller machine,Symbols,transport-sign,🏧,1
2296,Знак «Выбрасывайте мусор в корзину»,put litter in its place symbol,Symbols,transport-sign,🚮,0
2297,Питьевая вода,potable water symbol,Symbols,transport-sign,🚰,1
2298,Знак «Инвалидная коляска»,wheelchair symbol,Symbols,transport-sign,♿,1
2299,Знак «Мужская комната»,mens symbol,Symbols,transport-sign,🚹,0
2300,Знак «Женская комната»,womens symbol,Symbols,transport-sign,🚺,0
2301,Знак «Общественный туалет»,restroom,Symbols,transport-sign,🚻,1
2302,Знак «Младенец»,baby symbol,Symbols,transport-sign,🚼,1
2303,Знак «Туалет»,water closet,Symbols,transport-sign,🚾,1
2304,Знак «Паспортный контроль»,passport control,Symbols,transport-sign,🛂,0
2305,Знак «Проверка багажа»,customs,Symbols,transport-sign,🛃,1
2306,Знак «Выдача багажа»,baggage claim,Symbols,transport-sign,🛄,1
2307,Знак «Камера хранения»,left luggage,Symbols,transport-sign,🛅,1
2308,Знак «Внимание!»,warning sign,Symbols,warning,⚠,1
2309,Знак «Дети на переходе»,children crossing,Symbols,warning,🚸,1
2310,Знак «Дальше нет пути»,no entry,Symbols,warning,⛔,1
2311,Знак «Запрещено»,no entry sign,Symbols,warning,🚫,0
2312,Знак «Без велосипедов»,no bicycles,Symbols,warning,🚳,1
2313,Знак «Не курить»,no smoking symbol,Symbols,warning,🚭,1
2314,Знак «Не бросать мусор»,do not litter symbol,Symbols,warning,🚯,1
2315,Знак «Питьевой воды нет»,non potable water symbol,Symbols,warning,🚱,1
2316,Знак «Запрещено пешеходам»,no pedestrians,Symbols,warning,🚷,1
2317,Знак «Запрещено пользоваться мобильными телефонами«,no mobile phones,Symbols,warning,📵,1
2318,Знак «Только для совершеннолетних»,no one under eighteen symbol,Symbols,warning,🔞,1
2319,Знак «Радиоактивно»,radioactive sign,Symbols,warning,☢,1
2320,Знак «Биологическая угроза»,biohazard sign,Symbols,warning,☣,1
2321,Стрелка вверх,upwards black arrow,Symbols,arrow,⬆,1
2322,Стрелка вверх-вправо,north east arrow,Symbols,arrow,↗,1
2323,Стрелка вправо,black rightwards arrow,Symbols,arrow,➡,1
2324,Стрелка вниз-вправо,south east arrow,Symbols,arrow,↘,1
2325,Стрелка вниз,downwards black arrow,Symbols,arrow,⬇,1
2326,Стрелка вниз-влево,south west arrow,Symbols,arrow,↙,1
2327,Стрелка влево,leftwards black arrow,Symbols,arrow,⬅,0
2328,Стрелка вверх-влево,north west arrow,Symbols,arrow,↖,1
2329,Стрелка вверх-вниз,up down arrow,Symbols,arrow,↕,0
2330,Стрелка влево-вправо,left right arrow,Symbols,arrow,↔,1
2331,"Стрелка вправо, поворачивающая влево",leftwards arrow with hook,Symbols,arrow,↩,1
2332,"Стрелка влево, поворачивающая вправо",rightwards arrow with hook,Symbols,arrow,↪,1
2333,"Стрелка вправо, поворачивающая вверх",arrow pointing rightwards then curving upwards,Symbols,arrow,⤴,1
2334,"Стрелка вправо, поворачивающая вниз",arrow pointing rightwards then curving downwards,Symbols,arrow,⤵,1
2335,Вертикальные стрелки,clockwise downwards and upwards open circle arrows,Symbols,arrow,🔃,1
2336,"Стрелки, двигающиеся против часовой стрелки",anticlockwise downwards and upwards open circle arrows,Symbols,arrow,🔄,1
2337,Стрелка «Назад»,back with leftwards arrow above,Symbols,arrow,🔙,1
2338,Стрелка «Конец»,end with leftwards arrow above,Symbols,arrow,🔚,1
2339,Стрелка «Вперед!»,on with exclamation mark with left right arrow above,Symbols,arrow,🔛,1
2340,Стрелка «Скоро»,soon with rightwards arrow above,Symbols,arrow,🔜,1
2341,Стрелка «Вверх»,top with upwards arrow above,Symbols,arrow,🔝,1
2342,Место поклонения,place of worship,Symbols,religion,🛐,1
2343,Символ атома,atom symbol,Symbols,religion,⚛,1
2344,Символ Ом,om symbol,Symbols,religion,🕉,1
2345,Звезда Давида,star of david,Symbols,religion,✡,1
2346,Колесо Дхармы,wheel of dharma,Symbols,religion,☸,1
2347,Инь-Ян,yin yang,Symbols,religion,☯,1
2348,Католический крест,latin cross,Symbols,religion,✝,1
2349,Православный крест,orthodox cross,Symbols,religion,☦,1
2350,Звезда и Полумесяц,star and crescent,Symbols,religion,☪,1
2351,Символ мира,peace symbol,Symbols,religion,☮,1
2352,Менора,menorah with nine branches,Symbols,religion,🕎,1
2353,Шестиконечная звезда с точкой,six pointed star with middle dot,Symbols,religion,🔯,0
2354,Овен,aries,Symbols,zodiac,♈,1
2355,Телец,taurus,Symbols,zodiac,♉,1
2356,Близнецы,gemini,Symbols,zodiac,♊,1
2357,Рак,cancer,Symbols,zodiac,♋,1
2358,Лев,leo,Symbols,zodiac,♌,1
2359,Дева,virgo,Symbols,zodiac,♍,1
2360,Весы,libra,Symbols,zodiac,♎,0
2361,Скорпион,scorpius,Symbols,zodiac,♏,1
2362,Стрелец,sagittarius,Symbols,zodiac,♐,1
2363,Козерог,capricorn,Symbols,zodiac,♑,0
2364,Водолей,aquarius,Symbols,zodiac,♒,1
2365,Рыбы,pisces,Symbols,zodiac,♓,1
2366,Змееносец,ophiuchus,Symbols,zodiac,⛎,1
2367,Кнопка «Перемешать треки»,twisted rightwards arrows,Symbols,av-symbol,🔀,1
2368,Кнопка «Повтор»,clockwise rightwards and leftwards open circle arrows,Symbols,av-symbol,🔁,1
2369,Кнопка «Повтор одного трека»,clockwise rightwards and leftwards open circle arrows with circled one overlay,Symbols,av-symbol,🔂,1
2370,Кнопка «Играть»,black right pointing triangle,Symbols,av-symbol,▶,1
2371,Кнопка «Перемотка вперед»,black right pointing double triangle,Symbols,av-symbol,⏩,1
2372,Кнопка «Следующий трек»,black right pointing double triangle with vertical bar,Symbols,av-symbol,⏭,1
